11,Beloved,Toni Morrison,"Staring unflinchingly into the abyss of slavery, this spellbinding novel transforms history into a story as powerful as Exodus and as intimate as a lullaby. Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. Her new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved. Filled with bitter poetry and suspense as taut as a rope, Beloved is a towering achievement by Nobel Prize laureate Toni Morrison.",3.79,Fiction,[],"['Pulitzer Prize for Fiction (1988)', 'American Book Award (1988)', 'Anisfield-Wolf Book Award (1988)', 'National Book Critics Circle Award Nominee for Fiction (1987)', 'Frederic G. Melcher Book Award (1988)', 'National Book Award Finalist for Fiction (1987)']","Beloved
Toni Morrison
Fiction
Staring unflinchingly into the abyss of slavery, this spellbinding novel transforms history into a story as powerful as Exodus and as intimate as a lullaby. Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. Her new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved. Filled with bitter poetry and suspense as taut as a rope, Beloved is a towering achievement by Nobel Prize laureate Toni Morrison.
3.79
Pulitzer Prize for Fiction (1988), American Book Award (1988), Anisfield-Wolf Book Award (1988), National Book Critics Circle Award Nominee for Fiction (1987), Frederic G. Melcher Book Award (1988), National Book Award Finalist for Fiction (1987)"
12,Stranger in a Strange Land,Robert A. Heinlein,"NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.",3.91,Science Fiction,[],"['Hugo Award for Best Novel (1962)', 'Prometheus Hall of Fame Award (1987)']","Stranger in a Strange Land
Robert A. Heinlein
Science Fiction
NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.
3.91
Hugo Award for Best Novel (1962), Prometheus Hall of Fame Award (1987)"
13,The Tale of Peter Rabbit,Beatrix Potter,"Finally, The Tale of Peter Rabbit is available in a colorful board book. This generously sized book tells Beatrix Potter's famous tale of naughty Peter Rabbit's adventures in Mr. McGregor's garden. Young children will be enchanted by the simple text and beautiful illustrations, which bring a classic story vibrantly to life. The board book format is sturdy and accessible, perfect for young readers, but adults will enjoy it too for bed-time read-aloud. As a board book, The Tale of Peter Rabbit will captivate children and offer them an early introduction to the world of Peter Rabbit and all his friends.",4.17,Childrens,[],['Lewis Carroll Shelf Award (1958)'],"The Tale of Peter Rabbit
Beatrix Potter
Childrens
Finally, The Tale of Peter Rabbit is available in a colorful board book. This generously sized book tells Beatrix Potter's famous tale of naughty Peter Rabbit's adventures in Mr. McGregor's garden. Young children will be enchanted by the simple text and beautiful illustrations, which bring a classic story vibrantly to life. The board book format is sturdy and accessible, perfect for young readers, but adults will enjoy it too for bed-time read-aloud. As a board book, The Tale of Peter Rabbit will captivate children and offer them an early introduction to the world of Peter Rabbit and all his friends.
4.17
Lewis Carroll Shelf Award (1958)"
14,Mere Christianity,C.S. Lewis,"In the classic Mere Christianity, C.S. Lewis, the most important writer of the 20th century, explores the common ground upon which all of those of Christian faith stand together. Bringing together Lewis’ legendary broadcast talks during World War Two from his three previous books The Case for Christianity, Christian Behavior, and Beyond Personality, Mere Christianity provides an unequaled opportunity for believers and nonbelievers alike to hear this powerful apologetic for the Christian faith.",4.32,Nonfiction,[],[],"Mere Christianity
C.S. Lewis
Nonfiction
In the classic Mere Christianity, C.S. Lewis, the most important writer of the 20th century, explores the common ground upon which all of those of Christian faith stand together. Bringing together Lewis’ legendary broadcast talks during World War Two from his three previous books The Case for Christianity, Christian Behavior, and Beyond Personality, Mere Christianity provides an unequaled opportunity for believers and nonbelievers alike to hear this powerful apologetic for the Christian faith.
4.3"
15,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"The inspiring account of one man's campaign to build schools in the most dangerous, remote, and anti-American reaches of Asia.In April 2011, the CBS documentary ""60 Minutes"" called into question Greg Mortenson's work. The program alleged inaccuracies in Three Cups of Tea and its sequel, Stones into Schools as well as financial improprieties in the operation of Mortenson's Central Asia Institute. Questions were also raised about Mortenson's claim that he got lost near K2 and ended up in Korphe; that he was captured by the Taliban in 1996; the number of schools the CAI claimed to have built and whether CAI funds had been used appropriately for Mortenson's book tours. View the broadcast. Jon Krakauer, who had supported the CAI to the tune of $75,000, also questioned Mortenson's accounts and released his allegations in a lengthy article titled Three Cups of Deceit",3.64,Nonfiction,[],"['Dayton Literary Peace Prize for NonFiction (Runner-up) (2007)', 'Puddly Award for Nonfiction (2010)', 'Montana Book Award Nominee (2006)', 'Kiriyama Prize for Nonfiction (2007)', 'One Book One San Diego (2008)']","Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
Greg Mortenson
Nonfiction
The inspiring account of one man's campaign to build schools in the most dangerous, remote, and anti-American reaches of Asia.In April 2011, the CBS documentary ""60 Minutes"" called into question Greg Mortenson's work. The program alleged inaccuracies in Three Cups of Tea and its sequel, Stones into Schools as well as financial improprieties in the operation of Mortenson's Central Asia Institute. Questions were also raised about Mortenson's claim that he got lost near K2 and ended up in Korphe; that he was captured by the Taliban in 1996; the number of schools the CAI claimed to have built and whether CAI funds had been used appropriately for Mortenson's book tours. View the broadcast. Jon Krakauer, who had supported the CAI to the tune of $75,000, also questioned Mortenson's accounts and released his allegations in a lengthy article titled Three Cups of Deceit
3.64
Dayton Literary Peace Prize for NonFiction (Runner-up) (2007), Puddly Award for Nonfiction (2010), Montana Book Award Nominee (2006), Kiriyama Prize for Nonfiction (2007), One Book One San Diego (2008)"
16,The Phantom Tollbooth,Norton Juster,"Librarian's Note: For an alternate cover edition of the same ISBN, click here.Hailed as “a classic. . . . humorous, full of warmth and real invention” (The New Yorker), this beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .",4.21,Fantasy,[],[],"The Phantom Tollbooth
Norton Juster
Fantasy
Librarian's Note: For an alternate cover edition of the same ISBN, click here.Hailed as “a classic. . . . humorous, full of warmth and real invention” (The New Yorker), this beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .
4.2"
17,Divergent,Veronica Roth,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.",4.22,Young Adult,[],"['Georgia Peach Book Award (2012)', 'Evergreen Teen Book Award (2014)', 'Soaring Eagle Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2012)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)"", 'Sakura Medal', 'New Mexico Land of Enchantment Award for Young Adult (2014)', 'California Young Readers Medal for Young Adult (2014)', 'Lincoln Award Nominee (2014)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2012)', 'Goodreads Choice Award for Favorite Book and Best Young Adult Fantasy & Science Fiction (2011)', 'Green Mountain Book Award (2013)', 'The Magnolia Award for 6-8 (2014)', ""Louisiana Teen Readers' Choice (2014)"", 'Missouri Gateway Readers Award (2014)', 'Oklahoma Sequoyah Award for High Schol (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']","Divergent
Veronica Roth
Young Adult
In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.
4.22
Georgia Peach Book Award (2012), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012), Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and Best Young Adult Fantasy & Science Fiction (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)"
18,James and the Giant Peach,Roald Dahl,"When James accidentally drops some magic crystals by the old peach tree, strange things start to happen. The peach at the top of the tree begins to grow, and before long it's as big as a house. When James discovers a secret entranceway into the fruit and crawls inside, he meets wonderful new friends--the Old-Green-Grasshopper, the dainty Ladybug, and the Centipede of the multiple boots. After years of feeling like an outsider in his aunts' house, James finally found a place where he belongs. With a snip of the stem, the peach household starts rolling away--and the adventure begins!Roald Dahl's first and most widely celebrated book for young people continues to thrill readers around the world.""This is a stunning book to be cherished for its story, a superb fantasy.""--Chicago Tribune""A beautifully written, fantastic book.""--Christian Science Monitor",4,Childrens,[],[],"James and the Giant Peach
Roald Dahl
Childrens
When James accidentally drops some magic crystals by the old peach tree, strange things start to happen. The peach at the top of the tree begins to grow, and before long it's as big as a house. When James discovers a secret entranceway into the fruit and crawls inside, he meets wonderful new friends--the Old-Green-Grasshopper, the dainty Ladybug, and the Centipede of the multiple boots. After years of feeling like an outsider in his aunts' house, James finally found a place where he belongs. With a snip of the stem, the peach household starts rolling away--and the adventure begins!Roald Dahl's first and most widely celebrated book for young people continues to thrill readers around the world.""This is a stunning book to be cherished for its story, a superb fantasy.""--Chicago Tribune""A beautifully written, fantastic book.""--Christian Science Monitor
4."
19,Number the Stars,Lois Lowry,"Ten-year-old Annemarie Johansen and her best friend Ellen Rosen often think of life before the war. It's now 1943 and their life in Copenhagen is filled with school, food shortages, and the Nazi soldiers marching through town. When the Jews of Denmark are ""relocated,"" Ellen moves in with the Johansens and pretends to be one of the family. Soon Annemarie is asked to go on a dangerous mission to save Ellen's life.",4.12,Historical,[],"['Newbery Medal (1990)', ""National Jewish Book Award for Children's Literature (1990)"", 'Sydney Taylor Book Award for Older Readers (1989)', ""Jane Addams Children's Book Award Nominee (1990)"", 'Charlotte Award (1992)', ""Dorothy Canfield Fisher Children's Book Award (1991)"", ""Charlie May Simon Children's Book Award (1992)"", ""Rebecca Caudill Young Readers' Book Award (1992)""]","Number the Stars
Lois Lowry
Historical
Ten-year-old Annemarie Johansen and her best friend Ellen Rosen often think of life before the war. It's now 1943 and their life in Copenhagen is filled with school, food shortages, and the Nazi soldiers marching through town. When the Jews of Denmark are ""relocated,"" Ellen moves in with the Johansens and pretends to be one of the family. Soon Annemarie is asked to go on a dangerous mission to save Ellen's life.
4.12
Newbery Medal (1990), National Jewish Book Award for Children's Literature (1990), Sydney Taylor Book Award for Older Readers (1989), Jane Addams Children's Book Award Nominee (1990), Charlotte Award (1992), Dorothy Canfield Fisher Children's Book Award (1991), Charlie May Simon Children's Book Award (1992), Rebecca Caudill Young Readers' Book Award (1992)"
20,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history The New York Times called ""Original, remarkable, and finally heartbreaking...Impossible to put down.""Bury My Heart at Wounded Knee is Dee Brown's eloquent, fully documented account of the systematic destruction of the American Indian during the second half of the nineteenth century. A national bestseller in hardcover for more than a year after its initial publication, it has sold almost four million copies and has been translated into seventeen languages. For this elegant thirtieth-anniversary edition—published in both hardcover and paperback—Brown has contributed an incisive new preface.Using council records, autobiographies, and firsthand descriptions, Brown allows the great chiefs and warriors of the Dakota, Ute, Sioux, Cheyenne, and other tribes to tell us in their own words of the battles, massacres, and broken treaties that finally left them demoralized and defeated. A unique and disturbing narrative told with force and clarity, Bury My Heart at Wounded Knee changed forever our vision of how the West was really won.",4.22,History,[],[],"Bury My Heart at Wounded Knee: An Indian History of the American West
Dee Brown
History
Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history The New York Times called ""Original, remarkable, and finally heartbreaking...Impossible to put down.""Bury My Heart at Wounded Knee is Dee Brown's eloquent, fully documented account of the systematic destruction of the American Indian during the second half of the nineteenth century. A national bestseller in hardcover for more than a year after its initial publication, it has sold almost four million copies and has been translated into seventeen languages. For this elegant thirtieth-anniversary edition—published in both hardcover and paperback—Brown has contributed an incisive new preface.Using council records, autobiographies, and firsthand descriptions, Brown allows the great chiefs and warriors of the Dakota, Ute, Sioux, Cheyenne, and other tribes to tell us in their own words of the battles, massacres, and broken treaties that finally left them demoralized and defeated. A unique and disturbing narrative told with force and clarity, Bury My Heart at Wounded Knee changed forever our vision of how the West was really won.
4.2"
21,The Constitution of the United States of America,Founding Fathers,"The complete text of the United States Constitution, including all of the amendments.",4.55,History,[],[],"The Constitution of the United States of America
Founding Fathers
History
The complete text of the United States Constitution, including all of the amendments.
4.5"
